Page: 1 of 25||||||||2020-03-03 23:26:13

||City and County of San Francisco␤March 3, 2020, Presidential Primary Election␤Preliminary Statement of the Vote - 4

Precinct|Registered␤Voters||Cards Cast||Voters Cast|% Turnout
Election Day|0|0||Election Day|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7864||||Pct 7864
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0|0.00%|0|0.00%|0|0.00%||0|0.00%|1|100.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|1|100.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7865||||Pct 7865
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7866||||Pct 7866
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7867||||Pct 7867
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0|0.00%|0|0.00%|0|0.00%||1|50.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|50.00%|0|0.00%|2|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||1|50.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|50.00%|0|0.00%|2|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7868||||Pct 7868
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7869||||Pct 7869
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7871||||Pct 7871
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7872||||Pct 7872
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|0|0.00%||1|100.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||1|100.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7873||||Pct 7873
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7874||||Pct 7874
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7875||||Pct 7875
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7876||||Pct 7876
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7901||||Pct 7901
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7902||||Pct 7902
Vote by Mail|1|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|1|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7903||||Pct 7903
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7904||||Pct 7904
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7905||||Pct 7905
Vote by Mail|1|0||Vote by Mail|1|50.00%|1|50.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|2|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|1|0||Total|1|33.33%|1|33.33%|0|0.00%||0|0.00%|0|0.00%||1|33.33%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|3|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7906||||Pct 7906
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|1|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|1|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7907||||Pct 7907
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7908||||Pct 7908
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7909||||Pct 7909
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|0|0.00%||1|100.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||1|100.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7911||||Pct 7911
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7912||||Pct 7912
Vote by Mail|0|0||Vote by Mail|1|100.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|1|100.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7913||||Pct 7913
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7914||||Pct 7914
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7915||||Pct 7915
Vote by Mail|1|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|1|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7916||||Pct 7916
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7917||||Pct 7917
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7918||||Pct 7918
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7919||||Pct 7919
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|50.00%|1|50.00%|0|0.00%|0|0.00%|0|0.00%|2|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0|0.00%|0|0.00%|0|0.00%||1|50.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|50.00%|0|0.00%|2|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||1|25.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|25.00%|1|25.00%|0|0.00%|1|25.00%|0|0.00%|4|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7921||||Pct 7921
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7922||||Pct 7922
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7923||||Pct 7923
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|1|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|1|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7924||||Pct 7924
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7925||||Pct 7925
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7926||||Pct 7926
Vote by Mail|1|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|1|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7927||||Pct 7927
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7928||||Pct 7928
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7929||||Pct 7929
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7931||||Pct 7931
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7932||||Pct 7932
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7933 MB||||Pct 7933 MB
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7934||||Pct 7934
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7935||||Pct 7935
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7936||||Pct 7936
Vote by Mail|1|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|1|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7937||||Pct 7937
Vote by Mail|1|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|1|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7938||||Pct 7938
Vote by Mail|0|0||Vote by Mail|1|50.00%|0|0.00%|0|0.00%||0|0.00%|1|50.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|2|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|1|50.00%|0|0.00%|0|0.00%||0|0.00%|1|50.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|2|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7939||||Pct 7939
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|1|0||Election Day|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|1|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7941||||Pct 7941
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7942||||Pct 7942
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7943||||Pct 7943
Vote by Mail|1|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|1|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7944||||Pct 7944
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7945||||Pct 7945
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7946||||Pct 7946
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7947||||Pct 7947
Vote by Mail|0|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|0|0||Election Day|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||1|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7948||||Pct 7948
Vote by Mail|1|0||Vote by Mail|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||2|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|2|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|1|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||2|100.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|2|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7949||||Pct 7949
Vote by Mail|2|0||Vote by Mail|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Election Day|2|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|4|0||Total|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Pct 7951||||Pct 7951
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||1|50.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|50.00%|0|0.00%|2|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0||0||0|||0||0|||0||0||0||0||0||0||0||0||0||0|0||0||0||0
Total|0|0||Total|0|0.00%|0|0.00%|0|0.00%||0|0.00%|0|0.00%||1|50.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|1|50.00%|0|0.00%|2|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7952||||Pct 7952
